Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Magistrate Regional Supervisor,Full-Time (Salaried),"Chesapeake
  Hampton
  Newport News
  Suffolk

            Chesapeake
  Hampton
  Newport News",2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/magistrate-regional-supervisor-chesapeake-virginia-united-states-hampton-newport-news-suffolk,2023-03-06
Senior Licensing and Discipline Specialist,Full-Time (Salaried),Henrico,2023-03-08T23:55:00Z,Dept of Health Professions,https://www.jobs.virginia.gov/jobs/senior-licensing-and-discipline-specialist-henrico-virginia-united-states,2023-03-06
Application Integration Service Manager,Full-Time (Salaried),Richmond,2023-03-15T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/application-integration-service-manager-richmond-virginia-united-states,2023-03-06
Intergovernmental Specialist #W0917,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/intergovernmental-specialist-w0917-richmond-virginia-united-states,2023-03-06
DMV Customer Service Center Manager -Newport News CSC - Pos 02159,Full-Time (Salaried),Newport News,2023-03-10T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-manager-newport-news-csc-pos-02159-newport-news-virginia-united-states,2023-03-06
Probation Officer Senior (Team Leader): P&P District #5/Gloucester #P0515,Full-Time (Salaried),Gloucester,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-senior-team-leader-p-p-district-5-gloucester-p0515-gloucester-virginia-united-states,2023-03-06
Maintenance Crew Member - Gloucester AHQ,Full-Time (Salaried),Gloucester,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-member-gloucester-ahq-gloucester-virginia-united-states,2023-03-06
Clerk of Court - Smyth,Full-Time (Salaried),Smyth,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/clerk-of-court-smyth-smyth-virginia-united-states,2023-03-06
Engineer Structure & Bridge,Full-Time (Salaried),Colonial Heights,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-structure-bridge-colonial-heights-virginia-united-states,2023-03-06
Maintenance Crew Member - St Stephens AHQ,Full-Time (Salaried),King & Queen,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-member-king-queen-virginia-united-states,2023-03-06
Web Developer,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/web-developer-richmond-virginia-united-states,2023-03-06
IT Service Management (ITSM) Process Analyst,Full-Time (Salaried),Richmond,NA,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/it-service-management-itsm-process-analyst-richmond-virginia-united-states,2023-03-06
Deputy Clerk - Portsmouth,Full-Time (Salaried),Portsmouth,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-portsmouth-portsmouth-virginia-united-states,2023-03-06
Emergency Response Manager,Full-Time (Salaried),Richmond,2023-03-31T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/emergency-response-manager-richmond-virginia-united-states,2023-03-06
Program Consultant Sr./Child Welfare Stipend Program State Coordinator #W1497,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-consultant-sr-child-welfare-stipend-program-state-coordinator-w1497-richmond-virginia-united-states,2023-03-06
Deputy Clerk - Greene,Full-Time (Salaried),Greene,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-greene-greene-virginia-united-states,2023-03-06
Residential Community Coordinator,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/residential-community-coordinator-chesterfield-virginia-united-states,2023-03-06
Residential Community Manager,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/residential-community-manager-chesterfield-virginia-united-states,2023-03-06
Rehabilitation Counselor,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/rehabilitation-counselor-chesterfield-virginia-united-states,2023-03-06
Resident Specialist II,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/resident-specialist-ii-chesterfield-virginia-united-states,2023-03-06
Power Plant Lead Worker: State Farm Correctional Center #01713,Full-Time (Salaried),"Goochland
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/power-plant-lead-worker-state-farm-correctional-center-01713-goochland-virginia-united-states-powhatan,2023-03-06
Deputy Clerk - Post-Court - Richmond City,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-post-court-richmond-city-richmond-virginia-united-states,2023-03-06
Deputy Clerk - Pre-Court - Richmond City,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-richmond-city-richmond-virginia-united-states-8359ac8f-2c6f-4605-95fa-7d2fe2cb4950,2023-03-06
Deputy Clerk - Pre-Court - Richmond City,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-richmond-city-richmond-virginia-united-states,2023-03-06
Mechanic/ Equipment Repair Technician-Fairfax,Full-Time (Salaried),Fairfax County,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/mechanic-equipment-repair-technician-fairfax-fairfax-county-virginia-united-states,2023-03-06
Nursing Assistant (CNA) #00329; Marion Correctional Treatment Center,Full-Time (Salaried),Smyth,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nursing-assistant-cna-00329-marion-correctional-treatment-center-smyth-virginia-united-states,2023-03-06
Corrections Officer,Full-Time (Salaried),"Richmond County
  Spotsylvania
  Stafford
  Westmoreland

            Richmond County
  Spotsylvania
  Stafford",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-richmond-county-virginia-united-states-spotsylvania-stafford-westmoreland,2023-03-06
Environmental Health Specialist,Full-Time (Salaried),"Accomac
  Northampton",2023-03-20T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-accomac-virginia-united-states-northampton,2023-03-06
BRRO - P4453 - MS4 Coordinator/Stormwater Inspector,Full-Time (Salaried),Salem,2023-03-10T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/brro-p4453-ms4-coordinator-stormwater-inspector-accomac-virginia-united-states-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-co,2023-03-06
"Vocational Rehabilitation Counselor / Trainee - #ARS00752, ARS00034",Full-Time (Salaried),Roanoke County,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-trainee-ars00752-ars00034-roanoke-county-virginia-united-states,2023-03-06
Capital Outlay and Maintenance Reserve Manager,Full-Time (Salaried),Richmond,NA,Virginia Museum of Fine Arts,https://www.jobs.virginia.gov/jobs/capital-outlay-maintenance-reserve-manager-richmond-virginia-united-states,2023-03-06
Equipment Repair Technician Senior: State Farm #01587,Full-Time (Salaried),Goochland,2023-03-31T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/equipment-repair-technician-senior-state-farm-01587-goochland-virginia-united-states,2023-03-06
Food Operations Supervisor: Green Rock Correctional Center #00030,Full-Time (Salaried),Pittsylvania,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-green-rock-correctional-center-00030-pittsylvania-virginia-united-states,2023-03-06
Power Plant Lead Worker: Augusta Correctional Center #01753,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/power-plant-lead-worker-augusta-correctional-center-01753-augusta-county-virginia-united-states,2023-03-06
Resource Specialist -South Hill,Full-Time (Salaried),Mecklenburg,2023-03-14T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/resource-specialist-south-hill-mecklenburg-virginia-united-states,2023-03-06
Personnel Analyst,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/personnel-analyst-richmond-virginia-united-states-3944bb0c-9591-410e-9174-b623bce118fe,2023-03-06
DMV Customer Service Center Work Leader - VA Beach/Buckner CSC - Pos 01410,Full-Time (Salaried),Virginia Beach,2023-03-14T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-va-beach-buckner-csc-pos-01410-virginia-beach-virginia-united-states,2023-03-06
DMV Customer Service Center Work Leader/Floater - Pos 03556,Full-Time (Salaried),Fairfax County,2023-03-13T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-floater-pos-03556-fairfax-county-virginia-united-states,2023-03-06
Policy and Legislative Director,Full-Time (Salaried),Richmond,2023-03-22T23:55:00Z,Dept of Housing & Cmnty Devel,https://www.jobs.virginia.gov/jobs/policy-and-legislative-director-richmond-virginia-united-states,2023-03-06
Senior Applications Developer,Full-Time (Salaried),Richmond,2023-03-14T17:00:00Z,Department of Taxation,https://www.jobs.virginia.gov/jobs/senior-applications-developer-richmond-virginia-united-states,2023-03-06
Human Services Program Coordinator,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/human-services-program-coordinator-richmond-virginia-united-states,2023-03-06
Forensic Administrative Specialist III- CF015,Full-Time (Salaried),Manassas,2023-03-08T23:55:00Z,Department of Forensic Science,https://www.jobs.virginia.gov/jobs/forensic-administrative-specialist-iii-cf015-manassas-virginia-united-states,2023-03-06
Probation Officer,Full-Time (Salaried),Charlottesville,2023-03-12T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-charlottesville-virginia-united-states,2023-03-06
Facilities Specialist (Salem District),Full-Time (Salaried),Salem,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/facilities-specialist-salem-district-salem-virginia-united-states,2023-03-06
"DMV Customer Service Generalist, Warrenton CSC, Pos. No. 00976",Full-Time (Salaried),Fauquier County,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-generalist-warrenton-csc-pos-no-00976-fauquier-county-virginia-united-states,2023-03-06
Deputy Clerk - Hampton,Full-Time (Salaried),Hampton,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-hampton-hampton-virginia-united-states,2023-03-06
"DMV Customer Service Generalist, Woodstock CSC, Pos. No. 02093",Full-Time (Salaried),Shenandoah,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-generalist-woodstock-csc-pos-no-02093-shenandoah-virginia-united-states,2023-03-06
Forest Technician-James River District,Full-Time (Salaried),Amherst,2023-03-14T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/forest-technician-james-river-district-amherst-virginia-united-states,2023-03-06
IT Support Service Lead- #WWRW0432,Full-Time (Salaried),Augusta County,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/it-support-service-lead-wwrw0432-augusta-county-virginia-united-states,2023-03-06
IT Systems Services Manager - #ARS00614,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/it-systems-services-manager-ars00614-henrico-virginia-united-states,2023-03-06
EDI Analyst,Full-Time (Salaried),Richmond,2023-03-12T23:55:00Z,Department of Accounts,https://www.jobs.virginia.gov/jobs/edi-analyst-richmond-virginia-united-states,2023-03-06
DMV Human Resources Director,Full-Time (Salaried),Richmond,2023-03-20T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-human-resources-director-richmond-virginia-united-states,2023-03-06
Food Operations Supervisor (Multiple Vacancies): Hiring Event,Full-Time (Salaried),,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-hiring-event-virginia-united-states,2023-03-06
DMV Customer Service Center Work Leader - Williamsburg CSC - Pos 02158,Full-Time (Salaried),Williamsburg,2023-03-14T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-williamsburg-csc-pos-02158-williamsburg-virginia-united-states-a7f53f0b-9de8-48e6-ac69-f9144c820ac8,2023-03-06
Construction Manager,Full-Time (Salaried),Colonial Heights,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-manager-colonial-heights-virginia-united-states,2023-03-06
Maintenance Operator - Williamsburg Area Headquarters,Full-Time (Salaried),Williamsburg,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-williamsburg-area-headquarters-williamsburg-virginia-united-states,2023-03-06
"Lead Print Tech (Decal), #01250",Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/lead-print-tech-decal-01250-richmond-virginia-united-states,2023-03-06
Financial Response & Non IV-D Supervisor #W1975,Full-Time (Salaried),Richmond,2023-03-09T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/financial-response-non-iv-d-supervisor-w1975-richmond-virginia-united-states,2023-03-06
Project Manager,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/project-manager-richmond-virginia-united-states-9d7ef996-f11b-49d3-99b3-8c096309799f,2023-03-06
Workforce Services Office Manager,Full-Time (Salaried),Lynchburg,2023-03-12T23:55:00Z,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/workforce-services-office-manager-lynchburg-virginia-united-states,2023-03-06
CSU Director,Full-Time (Salaried),Fredericksburg,2023-03-12T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/csu-director-fredericksburg-virginia-united-states,2023-03-06
Project Manager,Full-Time (Salaried),Nottoway,2023-03-28T23:55:00Z,Department of Military Affairs,https://www.jobs.virginia.gov/jobs/project-manager-nottoway-virginia-united-states,2023-03-06
DMV Customer Service Center Work Leader - Tysons Cr. CSC - Pos 01940,Full-Time (Salaried),Fairfax County,2023-03-10T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-tysons-cr-csc-pos-01940-fairfax-county-virginia-united-states,2023-03-06
Public Health Nurse,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states-a91e4dae-1c74-48c4-b4e7-fc1485549043,2023-03-06
Public Health Nurse,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states-93061245-4755-4f91-abed-a69882cec44b,2023-03-06
Public Health Nurse,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states,2023-03-06
Environmental Health Specialist,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-staunton-virginia-united-states-50dcc168-d370-4de2-a733-0ae0b84353c6,2023-03-06
Treatment Plant Operator (Caroline Plant) - #01332,Full-Time (Salaried),Caroline,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/treatment-plant-operator-caroline-plant-01332-caroline-virginia-united-states,2023-03-06
SWRO - P3011 - Air Permit Writer,Full-Time (Salaried),Washington,2023-03-14T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/swro-p3011-air-permit-writer-washington-virginia-united-states,2023-03-06
