Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Fiscal Technician Senior: Virginia Correctional Center For Women #01138,Full-Time (Salaried),Goochland,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-technician-senior-virginia-correctional-center-for-women-01138-goochland-virginia-united-states,2023-03-06
Fiscal Technician: Fluvanna Correctional Center For Women #00102,Full-Time (Salaried),Fluvanna,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-technician-fluvanna-correctional-center-for-women-00102-fluvanna-virginia-united-states,2023-03-06
Application Developer,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Criminal Justice Svcs,https://www.jobs.virginia.gov/jobs/application-developer-richmond-virginia-united-states-f0d07cb6-13fe-43cf-a42a-1317ab1f457e,2023-03-06
Public Health Nurse,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-richmond-virginia-united-states-2ad78849-1d25-43ec-ac2a-9d6d515bb07f,2023-03-06
Probation Officer: P&P District #40 Fincastle #P4011,Full-Time (Salaried),Botetourt County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-40-fincastle-p4011-botetourt-county-virginia-united-states,2023-03-06
Traffic Engineer,Full-Time (Salaried),"Chesterfield
  Colonial Heights
  Hanover
  Henrico
  Richmond

            Chesterfield
  Colonial Heights
  Hanover",2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/traffic-engineer-chesterfield-virginia-united-states-colonial-heights-hanover-henrico-richmond,2023-03-06
Deputy Clerk - Criminal - Fairfax,Full-Time (Salaried),Fairfax County,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-criminal-fairfax-fairfax-county-virginia-united-states,2023-03-06
Office Services Specialist,Full-Time (Salaried),"Danville
  Halifax
  Henry
  Martinsville
  Pittsylvania

            Danville
  Halifax
  Henry",2023-03-12T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/office-services-specialist-danville-virginia-united-states-halifax-henry-martinsville-pittsylvania,2023-03-06
Inventory Specialist - #BVI00363,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/inventory-specialist-bvi00363-henrico-virginia-united-states-2fe7feb7-3acd-4ab1-bf0d-791205a69976,2023-03-06
Training Manager - Hunter Education Program,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/training-manager-hunter-education-program-henrico-virginia-united-states,2023-03-06
Conservation Police First Sergeant,Full-Time (Salaried),Bedford County,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/conservation-police-first-sergeant-bedford-county-virginia-united-states,2023-03-06
Medical Evaluator Senior 03991,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/medical-evaluator-senior-03991-richmond-virginia-united-states,2023-03-06
Conservation Police First Sergeant,Full-Time (Salaried),King & Queen,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/conservation-police-first-sergeant-king-queen-virginia-united-states,2023-03-06
Conservation Police First Sergeant,Full-Time (Salaried),Pulaski,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/conservation-police-first-sergeant-pulaski-virginia-united-states,2023-03-06
Deputy Clerk - Traffic - VA Beach,Full-Time (Salaried),Virginia Beach,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-traffic-va-beach-virginia-beach-virginia-united-states-cdc1573a-e7fb-4f56-a5d7-f8df44da9aae,2023-03-06
Real Estate Legal Specialist - DR008,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/real-estate-legal-specialist-dr008-richmond-virginia-united-states,2023-03-06
Lead Senior Contract Officer - 0P015,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/lead-senior-contract-officer-0p015-richmond-virginia-united-states,2023-03-06
Deputy Clerk - Emporia/Greensville,Full-Time (Salaried),Emporia,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-emporia-greensville-emporia-virginia-united-states,2023-03-06
Deputy Clerk - Arlington,Full-Time (Salaried),Arlington,2023-03-06T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-arlington-arlington-virginia-united-states,2023-03-06
Supervising Deputy Clerk - Arlington,Full-Time (Salaried),Arlington,2023-03-06T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/supervising-deputy-clerk-arlington-arlington-virginia-united-states,2023-03-06
Wildlife Nongame Program Manager,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/wildlife-nongame-program-manager-henrico-virginia-united-states,2023-03-06
Public Health Nurse Supervisor,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-supervisor-richmond-virginia-united-states,2023-03-06
Maintenance Supervisor,Full-Time (Salaried),"Hampton
  Newport News",2023-03-12T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-supervisor-hampton-virginia-united-states-newport-news,2023-03-06
Probation Officer: P&P District #18 Norton #P1819,Full-Time (Salaried),Norton,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-18-norton-p1819-norton-virginia-united-states,2023-03-06
Policy Analyst #01049,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/policy-analyst-01049-richmond-virginia-united-states,2023-03-06
Alternate Project Delivery Senior Engineer,Full-Time (Salaried),Richmond,2023-03-24T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/alternate-project-delivery-senior-engineer-richmond-virginia-united-states,2023-03-06
Associate Director (Energy Efficiency and Housing Rehabilitation),Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Housing & Cmnty Devel,https://www.jobs.virginia.gov/jobs/associate-director-energy-efficiency-and-housing-rehabilitation-richmond-virginia-united-states,2023-03-06
Mitigation Specialist - Staunton,Full-Time (Salaried),Staunton,2023-03-10T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/mitigation-specialist-staunton-staunton-virginia-united-states-62c5003a-7985-4286-bff2-d8edbfb32d9e,2023-03-06
"Manager, Office of Water Supply",Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/manager-office-of-water-supply-richmond-virginia-united-states,2023-03-06
Audit & Financial Review Team Supervisor #01262,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/audit-financial-review-team-supervisor-01262-richmond-virginia-united-states,2023-03-06
Certification Specialist – Commercial (Pesticide) #01330,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/certification-specialist-commercial-pesticide-01330-richmond-virginia-united-states,2023-03-06
Physical Therapy Assistant #00261; Augusta Correctional Center,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/physical-therapy-assistant-00261-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-06
Area Forester-Rappahannock District,Full-Time (Salaried),Spotsylvania,2023-03-10T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/area-forester-rappahannock-district-spotsylvania-virginia-united-states,2023-03-06
Forest Technician-Capital District,Full-Time (Salaried),New Kent,2023-03-10T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/forest-technician-capital-district-new-kent-virginia-united-states,2023-03-06
AQM - P0729 - Air Quality Monitoring Specialist,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/aqm-p0729-air-quality-monitoring-specialist-henrico-virginia-united-states,2023-03-06
Appeals Examiner Sr.,Full-Time (Salaried),"Chesterfield
  Hanover
  Henrico
  Petersburg
  Richmond

            Chesterfield
  Hanover
  Henrico",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/appeals-examiner-sr-chesterfield-virginia-united-states-hanover-henrico-petersburg,2023-03-06
Assistant Internal Audit Director,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/assistant-internal-audit-director-richmond-virginia-united-states,2023-03-06
Vocational Rehabilitation Counselor - #ARS01166,Full-Time (Salaried),Newport News,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-ars01166-newport-news-virginia-united-states,2023-03-06
Assistant Store Manager (ATF) - #BVIIS072,Full-Time (Salaried),Washington,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/assistant-store-manager-atf-bviis072-virginia-united-states-washington-district-of-columbia,2023-03-06
Virginia Values Veterans (V3) Western Transition Coordinator-Roanoke,Full-Time (Salaried),Roanoke,2023-03-10T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/virginia-values-veterans-v3-western-transition-coordinator-roanoke-roanoke-virginia-united-states,2023-03-06
Building and Grounds Supervisor: Cold Springs CCAP #01163,Full-Time (Salaried),Augusta County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/building-and-grounds-supervisor-cold-springs-ccap-01163-augusta-county-virginia-united-states,2023-03-06
Office Services Assistant: P&P District #28 Radford #P2804,Full-Time (Salaried),Radford,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-p-p-district-28-radford-p2804-radford-virginia-united-states,2023-03-06
Nurse Practitioner (Hourly) : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nurse-practitioner-hourly-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Registered Nurse Supervisor : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Registered Nurse : Cofeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-cofeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Laboratory Technician Senior : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/laboratory-technician-senior-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Program Support Technician (Health Services) : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Licensed Practical Nurse : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Physician MD : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/physician-md-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Dental Assistant #00683; Augusta Correctional Center,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dental-assistant-00683-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-06
Laboratory Technician Senior #00272; Augusta Correctional Center,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/laboratory-technician-senior-00272-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-06
Registered Nurse; Augusta Correctional Center,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-06
Licensed Practical Nurse; Augusta Correctional Center,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-06
"Veteran Service Representative - South Hill, VA",Full-Time (Salaried),Mecklenburg,2023-03-10T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veteran-service-representative-south-hill-va-mecklenburg-virginia-united-states,2023-03-06
IT Business Data Analyst Lead,Full-Time (Salaried),Salem,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-business-data-analyst-lead-salem-virginia-united-states,2023-03-06
VIB-Associate-Fire Extinguisher Dept./Driver/Shipping/Receiving - #BVIIR002,Full-Time (Salaried),Richmond,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/vib-associate-fire-extinguisher-dept-driver-shipping-receiving-bviir002-richmond-virginia-united-states,2023-03-06
Deputy Clerk - Williamsburg,Full-Time (Salaried),Williamsburg,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-williamsburg-williamsburg-virginia-united-states,2023-03-06
Engineer  Senior Project  Manager  – Lynchburg District,Full-Time (Salaried),Lynchburg,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-senior-project-manager-lynchburg-district-lynchburg-virginia-united-states,2023-03-06
Business System Administrator,Full-Time (Salaried),Richmond,2023-03-09T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/business-system-administrator-richmond-virginia-united-states,2023-03-06
Training & Outreach Coordinator,Full-Time (Salaried),Richmond,2023-03-09T23:55:00Z,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/training-outreach-coordinator-richmond-virginia-united-states,2023-03-06
Maintenance Operator - Specialty Projects Halifax Residency,Full-Time (Salaried),Halifax,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-specialty-projects-halifax-residency-halifax-virginia-united-states,2023-03-06
Information Technology Program Manager,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/information-technology-program-manager-richmond-virginia-united-states,2023-03-06
Specialty Dockets Compliance Analyst - Supreme Court of Virginia,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/specialty-dockets-compliance-analyst-supreme-court-of-virginia-richmond-virginia-united-states,2023-03-06
Executive Assistant to Director of Virginia State Parks,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/executive-assistant-to-director-of-virginia-state-parks-richmond-virginia-united-states,2023-03-06
Information Technology Database Administration Manager,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/information-technology-database-administration-manager-richmond-virginia-united-states,2023-03-06
Procurement Officer,Full-Time (Salaried),Charlottesville,NA,Department of Forestry,https://www.jobs.virginia.gov/jobs/procurement-officer-charlottesville-virginia-united-states-72a71e2e-59dc-4ebd-bc57-94e5f804340f,2023-03-06
Registered Nurse Supervisor Senior - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-senior-coffeewood-correctional-center-culpepper-virginia-united-states,2023-03-06
Traffic Engineer,Full-Time (Salaried),"Alexandria
  Arlington
  Fairfax County
  Loudoun County
  Manassas
  Prince William

            Alexandria
  Arlington
  Fairfax County",2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/traffic-engineer-alexandria-virginia-united-states-arlington-fairfax-county-loudoun-county-manassas-prince-william,2023-03-06
Probation Officer,Full-Time (Salaried),Accomac,2023-03-12T21:15:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-accomac-virginia-united-states,2023-03-06
Park Ranger Maintenance - Lake Anna State Park,Full-Time (Salaried),Spotsylvania,2023-03-10T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/park-ranger-maintenance-lake-anna-state-park-spotsylvania-virginia-united-states,2023-03-06
Attorney - Assistant Public Defender I/II - Prince William,Full-Time (Salaried),Prince William,2023-03-10T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-prince-william-manassas-virginia-united-states,2023-03-06
Accountant,Full-Time (Salaried),Petersburg,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/accountant-petersburg-virginia-united-states,2023-03-06
Financial Program Coordinator,Full-Time (Salaried),Salem,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/financial-program-coordinator-salem-virginia-united-states,2023-03-06
"Veteran Service Representative - Springfield, VA",Full-Time (Salaried),Fairfax County,2023-03-10T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veteran-service-representative-springfield-va-fairfax-county-virginia-united-states,2023-03-06
Administrative Law Clerk - Judge Athey's Chambers,Full-Time (Salaried),Richmond,2023-04-03T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/administrative-law-clerk-judge-athey-s-chambers-richmond-virginia-united-states,2023-03-06
Assistant State Engineer- Traffic Operations,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/assistant-state-engineer-traffic-operations-richmond-virginia-united-states,2023-03-06
Public Health Nurse,Full-Time (Salaried),Nelson,2023-03-09T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-nelson-virginia-united-states,2023-03-06
Food Operations Supervisor: Cold Springs CCAP #01202,Full-Time (Salaried),"Augusta County
  Staunton",2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-greenville-virginia-united-states-5a3b9e95-1c45-4b1c-9258-e964fbc2c336,2023-03-06
Hearing Officer: Augusta Correctional Center #00750,Full-Time (Salaried),Augusta County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hearing-officer-augusta-correctional-center-00750-augusta-county-virginia-united-states,2023-03-06
Casework Counselor: Augusta Correctional Center #00073,Full-Time (Salaried),Augusta County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-06
Casework Counselor: Cold Springs Correctional Unit 10 #10041,Full-Time (Salaried),Augusta County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-cold-springs-correctional-unit-10-augusta-county-virginia-united-states,2023-03-06
Food Operations Supervisor: Augusta Correctional Center #00025,Full-Time (Salaried),Augusta County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-augusta-correctional-center-00025-augusta-county-virginia-united-states,2023-03-06
Electronic Technician Senior: Augusta Correctional Center #00742,Full-Time (Salaried),Augusta County,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electronic-technician-senior-augusta-correctional-center-00742-augusta-county-virginia-united-states,2023-03-06
PH Nurse Supervisor - NFP,Full-Time (Salaried),Suffolk,2023-03-09T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/ph-nurse-supervisor-nfp-suffolk-virginia-united-states,2023-03-06
Office Services Supervisor Senior,Full-Time (Salaried),Suffolk,2023-03-09T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/office-services-supervisor-senior-suffolk-virginia-united-states,2023-03-06
Sr. Financial Compliance Analyst - #W4386,Full-Time (Salaried),Richmond,NA,Department of Social Services,https://www.jobs.virginia.gov/jobs/sr-financial-compliance-analyst-w4386-richmond-virginia-united-states,2023-03-06
Human Resource Director - CF809,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Department of Forensic Science,https://www.jobs.virginia.gov/jobs/human-resource-director-cf809-richmond-virginia-united-states,2023-03-06
Program Support Technician ( Health Services),Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-buckingham-virginia-united-states,2023-03-06
Accounts Receivable Fiscal Accountant - #ARS00087,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/accounts-receivable-fiscal-accountant-ars00087-henrico-virginia-united-states,2023-03-06
Real Pay for Real Jobs EPIC Project Vocational Rehabilitation Counselor (Southwest District) - #ARS00648,Full-Time (Salaried),Wythe,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-epic-project-vocational-rehabilitation-counselor-southwest-district-ars00648-wythe-virginia-united-states,2023-03-06
IT Security Governance Analyst,Full-Time (Salaried),Richmond,NA,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/it-security-governance-analyst-richmond-virginia-united-states,2023-03-06
"Manager, Supplier Relationship Management - P0121",Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/manager-supplier-relationship-management-p0121-richmond-virginia-united-states,2023-03-06
Bridge Operator – Amherst Bridge Crew,Full-Time (Salaried),Amherst,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/bridge-operator-amherst-bridge-crew-amherst-virginia-united-states,2023-03-06
Human Services Manager - #ARS00011,Full-Time (Salaried),Winchester,2023-03-08T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/human-services-manager-ars00011-winchester-virginia-united-states,2023-03-06
Real Pay for Real Jobs EPIC Project Vocational Rehabilitation Counselor (Capitol District) - #ARS00125,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-epic-project-vocational-rehabilitation-counselor-capitol-district-ars00125-henrico-virginia-united-states,2023-03-06
Operator Maintenance,Full-Time (Salaried),New Kent,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/operator-maintenance-new-kent-virginia-united-states,2023-03-06
Employment Services Specialist Senior - #ARS00898,Full-Time (Salaried),Accomac,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/employment-services-specialist-senior-ars00898-accomac-virginia-united-states,2023-03-06
Web Developer - #ARS00822,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/web-developer-ars00822-henrico-virginia-united-states,2023-03-06
Application Developer/Analyst - #ARS00225,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/application-developer-analyst-ars00225-henrico-virginia-united-states,2023-03-06
Application Developer / Analyst - #ARS00229,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/application-developer-analyst-ars00229-henrico-virginia-united-states,2023-03-06
Financial Analyst,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/financial-analyst-richmond-virginia-united-states-b24d058c-13cb-4ab1-838d-b78082acd1cc,2023-03-06
Mental Health Clinician II SORT: Greensville,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-ii-sort-greensville-greensville-virginia-united-states,2023-03-06
Mental Health Clinician I SORT: Greensville,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-sort-greensville-greensville-virginia-united-states,2023-03-06
Customer Advocate (Agency Employees Only),Full-Time (Salaried),"Arlington
  Charlottesville
  Fredericksburg
  Henrico
  Prince William
  Staunton
  Waynesboro

            Arlington
  Charlottesville
  Fredericksburg",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/customer-advocate-agency-employees-only-richmond-virginia-united-states,2023-03-06
Human Resources Consultant Sr,Full-Time (Salaried),"Roanoke
  Roanoke County
  Salem",2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/human-resources-consultant-sr-roanoke-virginia-united-states-roanoke-county-salem,2023-03-06
Maintenance Crew Leader,Full-Time (Salaried),Fairfax County,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-leader-fairfax-county-virginia-united-states,2023-03-06
Sr. IT Auditor - Internal,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/sr-it-auditor-internal-richmond-virginia-united-states,2023-03-06
Assistant District Bridge Design Engineer,Full-Time (Salaried),Staunton,2023-03-08T00:00:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/assistant-district-bridge-engineer-staunton-virginia-united-states,2023-03-06
Federal Aid and Grants Manager,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Dept of Wildlife Resources,https://www.jobs.virginia.gov/jobs/federal-aid-and-grants-manager-henrico-virginia-united-states,2023-03-06
DPB Associate Director,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Planning and Budget,https://www.jobs.virginia.gov/jobs/dpb-associate-director-richmond-virginia-united-states,2023-03-06
Probation Officer,Full-Time (Salaried),Alexandria,2023-03-08T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-alexandria-virginia-united-states,2023-03-06
"Senior Bridge Engineer, Safety Inspection – Lynchburg District",Full-Time (Salaried),Lynchburg,2023-03-31T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/senior-bridge-engineer-safety-inspection-lynchburg-district-lynchburg-virginia-united-states,2023-03-06
Maintenance Operator - NOVA Maintenance Specialty Crew - Fairfax,Full-Time (Salaried),Fairfax County,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-nova-maintenance-specialty-crew-fairfax-fairfax-county-virginia-united-states,2023-03-06
Accountant,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/accountant-richmond-virginia-united-states-f8a69b37-4188-4807-ba5b-a49db80a577a,2023-03-06
Highway Maintenance Supervisor,Full-Time (Salaried),Albemarle County,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-supervisor-albemarle-county-virginia-united-states,2023-03-06
DMV Customer Service Center Assistant Manager,Full-Time (Salaried),Williamsburg,2023-03-07T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-assistant-manager-williamsburg-virginia-united-states,2023-03-06
