Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Licensed Practical Nurse - Virginia Correctional Center for Women,Full-Time (Salaried),"Goochland
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-goochland-virginia-united-states-3f190c99-badd-4e61-bad5-1ee5740cb327,2023-03-10
Mental Health Clinician I - State Farm Complex,Full-Time (Salaried),"Goochland
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-state-farm-virginia-united-states,2023-03-10
Registered Nurse Coordinator - Fluvanna Correctional Center for Women,Full-Time (Salaried),Fluvanna,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-coordinator-troy-virginia-united-states,2023-03-10
Licensed Practical Nurse - State Farm Complex,Full-Time (Salaried),"Goochland
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-state-farm-virginia-united-states,2023-03-10
Registered Nurse Supervisor Senior - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-senior-troy-virginia-united-states,2023-03-10
Registered Nurse - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-troy-virginia-united-states-f7c8d8de-1089-4501-99ea-6306423aca78,2023-03-10
Program Support Technician: (Operations) Green Rock Correctional Center #00078,Full-Time (Salaried),Pittsylvania,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-operations-chatham-virginia-united-states,2023-03-10
Physician MD - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Gordonsville
  Louisa
  Orange

            Charlottesville
  Fluvanna
  Gordonsville",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/physician-md-troy-virginia-united-states,2023-03-10
Electrical Teacher: Keen Mountain Correctional Center #ED007,Full-Time (Salaried),"Outside of State
  Alleghany
  Bedford
  Bedford County
  Botetourt County
  Buchanan
  Lexington
  Roanoke
  Rockbridge County
  Salem

            Outside of State
  Alleghany
  Bedford",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electrical-teacher-oakwood-virginia-united-states,2023-03-10
Licensed Practical Nurse - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Culpepper
  Fluvanna
  Gordonsville

            Charlottesville
  Culpepper
  Fluvanna",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-troy-virginia-united-states-ddb84495-b82e-4229-9433-aac1970bbb4e,2023-03-10
Nursing Assistant (CNA) - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nursing-assistant-cna-troy-virginia-united-states,2023-03-10
Mental Health Clinician I  - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-mitchells-virginia-united-states,2023-03-10
Licensed Practical Nurse - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-dillwyn-virginia-united-states-5482f0e7-8c89-45c9-a06f-a73ff9173cc1,2023-03-10
Registered Nurse - Green Rock Correctional Center,Full-Time (Salaried),Pittsylvania,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-green-rock-correctional-center-pittsylvania-virginia-united-states,2023-03-10
Mental Health Clinician I -Keen Mountain Correctional Center,Full-Time (Salaried),Buchanan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-oakwood-virginia-united-states,2023-03-10
Dentist - River North Correctional Center,Full-Time (Salaried),Grayson,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-independence-virginia-united-states,2023-03-10
Dentist - Keen Mountain Correctional Center,Full-Time (Salaried),Buchanan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-oakwood-virginia-united-states,2023-03-10
Assistant Chief Medical Examiner- Western OCME,Full-Time (Salaried),"Roanoke
  Roanoke County",NA,Department of Health,https://www.jobs.virginia.gov/jobs/assistant-chief-medical-examiner-western-ocme-roanoke-virginia-united-states-roanoke-county,2023-03-10
Registered Nurse - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-dillwyn-virginia-united-states-d3722def-fed5-4910-b07c-e49c379ec9a8,2023-03-10
Maintenance Operator (Front Royal AHQ),Full-Time (Salaried),Staunton,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-front-royal-ahq-staunton-virginia-united-states,2023-03-10
Spanish Language Court Interpreter - Fauquier,Full-Time (Salaried),Fauquier County,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-fauquier-fauquier-county-virginia-united-states,2023-03-10
Corrections Officer: Sussex I and II State Prison Complex,Full-Time (Salaried),"Surry
  Sussex",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-sussex-i-and-ii-state-prison-complex-surry-virginia-united-states-sussex,2023-03-10
Corrections Officer: River North Correctional Center #00378,Full-Time (Salaried),Grayson,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-river-north-correctional-center-grayson-virginia-united-states,2023-03-10
Corrections Officer: Bland Correctional Center #00313,Full-Time (Salaried),Bland,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-bland-correctional-center-bland-virginia-united-states,2023-03-10
Corrections Officer: Keen Mountain Correctional Center #00253,Full-Time (Salaried),Buchanan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-keen-mountain-correctional-center-buchanan-virginia-united-states,2023-03-10
Corrections Officer: Green Rock Correctional Center #00203,Full-Time (Salaried),Pittsylvania,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-green-rock-correctional-center-pittsylvania-virginia-united-states,2023-03-10
Corrections Officer: Harrisonburg CCAP #01370,Full-Time (Salaried),"Harrisonburg
  Rockingham
  Shenandoah",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-harrisonburg-ccap-harrisonburg-virginia-united-states-rockingham-shenandoah,2023-03-10
Corrections Officer: Cold Springs CCAP #01179,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-cold-springs-ccap-greenville-virginia-united-states,2023-03-10
Certified Nurse Practitioner Senior (MRG),Full-Time (Salaried),Bristol,NA,Department of Health,https://www.jobs.virginia.gov/jobs/certified-nurse-practitioner-senior-mrg-bristol-virginia-united-states-washington,2023-03-10
VIB Associate / Driver/Shipping/Receiving - #BVIIR010,Full-Time (Salaried),Richmond,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/vib-associate-driver-shipping-receiving-bviir010-richmond-virginia-united-states,2023-03-10
Special Education Teacher (Adult): Sussex State Prison Complex - #ED019,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/special-education-teacher-adult-sussex-state-prison-complex-ed019-sussex-virginia-united-states,2023-03-10
Adult Education Teacher: Sussex State Prison Complex - #ED003,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/adult-education-teacher-sussex-state-prison-complex-ed003-sussex-virginia-united-states,2023-03-10
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-d08bcbee-7a8c-4cbb-8fdc-b6be6678a545,2023-03-10
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-ef74d128-77e5-452b-bae0-6dfa96272550,2023-03-10
Dentist - Sussex State Prison Complex II,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-sussex-state-prison-complex-ii-sussex-virginia-united-states,2023-03-10
Corrections Officer: VA Correctional Center for Women,Full-Time (Salaried),"Goochland
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-goochland-virginia-united-states,2023-03-10
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Major Crimes and Emerging Threats (OAG00642)",Full-Time (Salaried),Roanoke,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-major-crimes-and-emerging-threats-oag00642-roanoke-virginia-united-states,2023-03-10
Vocational Rehabilitation Counselor - #ARS00576,Full-Time (Salaried),Manassas,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-ars00576-manassas-virginia-united-states,2023-03-10
Chief Operations Officer,Full-Time (Salaried),"Manassas
  Prince William",2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/chief-operations-officer-manassas-virginia-united-states-prince-william,2023-03-10
Regional Dam Safety Engineer,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/regional-dam-safety-engineer-richmond-virginia-united-states,2023-03-10
RN Weekend Shift Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states-8dca5321-059f-424b-8ac3-16f4e26d033b,2023-03-10
Business Manager C (ALX),Full-Time (Salaried),Alexandria,2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/business-manager-c-alx-alexandria-virginia-united-states,2023-03-10
RN Weekend Shift Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states,2023-03-10
Regulatory Compliance Specialist,Full-Time (Salaried),Richmond,NA,Virginia State Bar,https://www.jobs.virginia.gov/jobs/regulatory-compliance-specialist-richmond-virginia-united-states,2023-03-10
Benefits Administrator,Full-Time (Salaried),"North Chesterfield
  Richmond",NA,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/benefits-administrator-north-chesterfield-virginia-united-states-richmond,2023-03-10
Registered Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/registered-nurse-virginia-beach-virginia-united-states,2023-03-10
Certified Nursing Assistant,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/certified-nursing-assistant-virginia-beach-virginia-united-states,2023-03-10
"Regional Marketing Specialist (food, agricultural and specialty crop products)",Full-Time (Salaried),"Accomac
  Northampton
  Virginia Beach",2023-03-10T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/regional-marketing-specialist-food-agricultural-and-specialty-crop-products-accomac-virginia-united-states-northampton-virginia-beach,2023-03-10
RN 11-7 Shift Relief Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-11-7-shift-relief-supervisor-virginia-beach-virginia-united-states,2023-03-10
RN 3-11 Shift Relief Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-3-11-shift-relief-supervisor-virginia-beach-virginia-united-states,2023-03-10
Housekeeper,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/day-porter-float-virginia-beach-virginia-united-states,2023-03-10
Human Resources Analyst,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/human-resource-analyst-richmond-virginia-united-states-ca202b8d-70a2-4252-bd02-a23ad2133681,2023-03-10
Corrections Officer - State Farm Correctional Complex,Full-Time (Salaried),"Goochland
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-state-farm-virginia-united-states-809beb00-b44a-4b84-946a-5d35777d5d32,2023-03-10
Systems Analyst - Advanced #W5165,Full-Time (Salaried),Richmond,NA,Department of Social Services,https://www.jobs.virginia.gov/jobs/systems-analyst-advanced-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Transportation Section (OAG00485)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Criminal Litigation Section (OAG00541)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-e4de1b25-a0b0-4d12-9d69-1410d774e51a,2023-03-10
"Assistant Attorney General, Computer Crimes Section (OAG00444)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-82d53b20-7c25-4492-ac27-21c020921972,2023-03-10
"Assistant Attorney General, Health Professions Section (OAG00279)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-99024962-ba6c-4809-a939-3bf8a407488c,2023-03-10
"Assistant Attorney General, Health Professions Section (OAG00076)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-9fc3bd42-fda2-443d-bb5d-bb1ff83c36a0,2023-03-10
"Assistant Attorney General, Environmental Section (OAG00217)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-0ff73833-3799-4ed5-82e3-72cf7b5506c3,2023-03-10
"Assistant Attorney General, Environmental Section (OAG00103)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-9e563908-9d2a-4c1c-879e-1a0cbb3100ea,2023-03-10
Assistant Attorney General / Technology & Procurement Law Section,Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-technology-procurement-law-section-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General III, Real Estate & Land Use Section (OAG00113)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-iii-richmond-virginia-united-states,2023-03-10
"Paralegal, Insurance & Utilities Regulatory Section (OAG00123)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/paralegal-insurance-utilities-regulatory-section-richmond-virginia-united-states-6315e9e3-10b7-4556-8bb9-1c03963d0aab,2023-03-10
Director of Victim Services (OAG00205),Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/director-of-victim-services-richmond-virginia-united-states,2023-03-10
Senior IT Management Analyst (Hybrid),Full-Time (Salaried),Richmond,NA,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/senior-it-management-analyst-hybrid-richmond-virginia-united-states,2023-03-10
Licensed Practical Nurse,Full-Time (Salaried),"Richmond
  Sussex",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-waverly-virginia-united-states,2023-03-10
Licensed Practical Nurse (LPN),Full-Time (Salaried),Richmond,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-lpn-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Antitrust Unit (OAG00336)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-385e77ae-8952-484d-b933-3f6cee73f110,2023-03-10
"Assistant Attorney General, Health Professions Unit (OAG00150)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-a3dba95f-ff60-4418-8c65-45bd33ee47be,2023-03-10
"Assistant Attorney General, Civil Litigation Section (OAG00507)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-e75dd8ee-e3cb-4b7b-8c92-62373e27781c,2023-03-10
"Assistant Attorney General, Unit Manager Position",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-unit-manager-position-richmond-virginia-united-states,2023-03-10
Assistant Clerk,Full-Time (Salaried),Richmond,NA,Virginia State Bar,https://www.jobs.virginia.gov/jobs/assistant-clerk-richmond-virginia-united-states,2023-03-10
Community Engagement & Partnerships Specialist,Full-Time (Salaried),Richmond,NA,The Library of Virginia,https://www.jobs.virginia.gov/jobs/community-engagement-partnerships-specialist-richmond-virginia-united-states,2023-03-10
State Review Architect - EE009,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/state-review-architect-ee009-richmond-virginia-united-states,2023-03-10
Application Developer - 00150,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/application-developer-00150-richmond-virginia-united-states,2023-03-10
Dental Hygienist - Coffeewood Correctional Center,Full-Time (Salaried),"Culpepper
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/template-dental-hygienist-mitchells-virginia-united-states,2023-03-10
Unemployment Tax Representative,Full-Time (Salaried),"Chesterfield
  Henrico
  Petersburg
  Richmond

            Chesterfield
  Henrico
  Petersburg",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/unemployment-tax-representative-richmond-virginia-united-states,2023-03-10
Corrections Officer (Caroline Correctional Unit),Full-Time (Salaried),"Caroline
  Charles City
  Chesterfield
  Hanover
  Henrico
  Hopewell
  Petersburg
  Richmond

            Caroline
  Charles City
  Chesterfield",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-caroline-correctional-unit-haynesville-virginia-united-states,2023-03-10
Capital Outlay Program Reviewer - EE061,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/capital-outlay-program-reviewer-ee061-richmond-virginia-united-states,2023-03-10
Sr. Application & Integration Developer - 00020,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/sr-application-integration-developer-00020-richmond-virginia-united-states,2023-03-10
Housekeeping Worker-Day Shift,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/housekeeping-worker-day-shift-richmond-virginia-united-states,2023-03-10
Environmental Program Planner,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/environmental-program-planner-richmond-virginia-united-states,2023-03-10
"Senior IT Auditor - UP TO $10,000 SIGN-ON BONUS",Full-Time (Salaried),"Henrico
  Richmond",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/senior-it-auditor-up-to-10-000-sign-on-bonus-richmond-virginia-united-states,2023-03-10
CO - P4540 - Groundwater Characterization Geologist,Full-Time (Salaried),"Henrico
  Richmond",NA,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p4540-groundwater-characterization-geologist-richmond-virginia-united-states-72f8aa48-5311-4c75-a050-db758481c45b,2023-03-10
Deputy Solicitor General (OAG00374),Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/deputy-solicitor-general-richmond-virginia-united-states,2023-03-10
CO - P0239 - VPDES POTW & Industrial Waste Water Treatment Compliance Coordinator,Full-Time (Salaried),Richmond,NA,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p0239-vpdes-potw-industrial-waste-water-treatment-compliance-coordinator-richmond-virginia-united-states,2023-03-10
Capital Outlay Reviewer - EE037,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/capital-outlay-reviewer-ee037-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Correctional Litigation Section (OAG00591)",Full-Time (Salaried),"Washington
  Richmond",NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-oag00591-richmond-virginia-united-states,2023-03-10
PeopleSoft Developer - 00022,"Faculty (Salaried)
              Full-Time (Salaried)",Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/peoplesoft-developer-00022-richmond-virginia-united-states,2023-03-10
Assistant Attorney General / Employment Law - OAG00801,Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-employment-law-oag00801-richmond-virginia-united-states,2023-03-10
Assistant Attorney General / Employment Law - OAG00802,Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-employment-law-oag00802-richmond-virginia-united-states,2023-03-10
"Admin Office Specialist III, Correctional Litigation Section (OAG00555)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/admin-office-specialist-iii-richmond-virginia-united-states,2023-03-10
Digital Collections Specialist - WWII Separation Notices Digital Project,"Full-Time (Salaried)
              Restricted Full-Time",Richmond,NA,The Library of Virginia,https://www.jobs.virginia.gov/jobs/digital-collections-specialist-wwii-separation-notices-digital-project-richmond-virginia-united-states,2023-03-10
Deputy State Health Commissioner (Deputy Commissioner for Community Health Services),Full-Time (Salaried),Richmond,NA,Department of Health,https://www.jobs.virginia.gov/jobs/deputy-state-health-commissioner-deputy-commissioner-for-community-health-services-richmond-virginia-united-states,2023-03-10
Investments Senior Compliance Analyst,Full-Time (Salaried),Richmond,NA,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/investments-senior-compliance-analyst-richmond-virginia-united-states,2023-03-10
Group Violence Intervention (GVI) Coordinator. Programs/Major Crimes &Emerging Threats Section- Metro Richmond (OAG00661),Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/group-violence-intervention-gvi-coordinator-programs-major-crimes-emerging-threats-section-metro-richmond-oag00661-richmond-virginia-united-states,2023-03-10
American Sign Language Court Interpreter - Northern Virginia,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-richmond-virginia-united-states,2023-03-10
Communication Access Realtime Translation Captioner,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/communication-access-realtime-translation-captioner-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Tobacco Enforcement Section (OAG00350)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-tobacco-enforcement-section-oag00350-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Government Operations and Transactions Division (OAG00671)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-government-operations-and-transactions-division-oag00671-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Government Operations and Transactions Division (OAG00672)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-government-operations-and-transactions-division-oag00672-richmond-virginia-united-states,2023-03-10
Human Resource Analyst,Full-Time (Salaried),Richmond,NA,Department of Accounts,https://www.jobs.virginia.gov/jobs/human-resource-analyst-richmond-virginia-united-states-eb78fd73-42f8-47ea-add3-b7cf1c48f14d,2023-03-10
Charge Card Analyst,Full-Time (Salaried),Richmond,NA,Department of Accounts,https://www.jobs.virginia.gov/jobs/charge-card-analyst-richmond-virginia-united-states,2023-03-10
Technical Team Lead - 00084,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/technical-team-lead-00084-richmond-virginia-united-states,2023-03-10
Human Resources Assistant - Supreme Court of Virginia,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/human-resources-assistant-supreme-court-of-virginia-richmond-virginia-united-states,2023-03-10
Capital Outlay Project Manager,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/capital-outlay-project-manager-richmond-virginia-united-states,2023-03-10
DMV Special Agent (Law Enforcement Officer II) Multi-Hire,Full-Time (Salaried),Richmond,NA,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-special-agent-law-enforcement-officer-ii-multi-hire-virginia-united-states-richmond,2023-03-10
"Assistant Attorney General, Consumer Protection Section (OAG00076)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-consumer-protection-section-oag00076-richmond-virginia-united-states,2023-03-10
"Assistant Attorney General, Consumer Protection Section (OAG00803)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-consumer-protection-section-oag00803-richmond-virginia-united-states,2023-03-10
Corrections Officer: Marion Correctional Center #00063,Full-Time (Salaried),Smyth,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-marion-virginia-united-states,2023-03-10
"Associate University Counsel / Assistant Attorney General, James Madison (OAGUN037)",Full-Time (Salaried),Harrisonburg,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-james-madison-richmond-virginia-united-states,2023-03-10
"Associate University Counsel / Assistant Attorney General, George Mason (OAGUN027)",Full-Time (Salaried),Fairfax,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-george-mason-fairfax-virginia-united-states,2023-03-10
"Assistant Attorney General, Major Crimes Section (OAG00310)",Full-Time (Salaried),Alexandria,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-1f11a7bb-5a84-461f-9a02-a7062b8eae91,2023-03-10
Dentist - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-buckingham-virginia-united-states,2023-03-10
Licensed Practical Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-virginia-beach-virginia-united-states-4395cb3c-1d81-48ea-b7e3-1427857364dd,2023-03-10
Licensed Practical Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-virginia-beach-virginia-united-states,2023-03-10
